run_id,seed,intensity,kind,anchor_rule_id,anchor_class,selected_p_index_or_id,past_volume,future_volume,past_depth,future_depth,volume_asymmetry,depth_asymmetry,boundary_distance_proxy_value,cheap_verdict,notes
PRESENT_ANCHOR_SANITY_PILOT,1000000,600.0,BH,BALANCED_PAST_FUTURE_VOLUME_POINT,ORDER_ONLY,168,170,169,27,20,0.0029498525073746312,0.14893617021276595,20.0,PROMISING,order-depth proxy; selection favors volume balance by construction; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000000,600.0,BH,BALANCED_PAST_FUTURE_VOLUME_POINT,ORDER_ONLY,345,192,190,30,18,0.005235602094240838,0.25,18.0,PROMISING,order-depth proxy; selection favors volume balance by construction; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000000,600.0,BH,BALANCED_PAST_FUTURE_VOLUME_POINT,ORDER_ONLY,349,200,197,29,20,0.007556675062972292,0.1836734693877551,20.0,PROMISING,order-depth proxy; selection favors volume balance by construction; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000000,600.0,BH,BALANCED_PAST_FUTURE_VOLUME_POINT,ORDER_ONLY,531,198,194,30,21,0.01020408163265306,0.17647058823529413,21.0,PROMISING,order-depth proxy; selection favors volume balance by construction; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000000,600.0,BH,BALANCED_PAST_FUTURE_VOLUME_POINT,ORDER_ONLY,123,180,176,28,20,0.011235955056179775,0.16666666666666666,20.0,PROMISING,order-depth proxy; selection favors volume balance by construction; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000000,600.0,BH,CENTRAL_EMBEDDING_POINT,GEOMETRY_ASSISTED,9,178,207,28,20,0.07532467532467532,0.16666666666666666,0.46626928158725733,BOUNDARY_DOMINATED,geometry-assisted edge-distance proxy; no order-only claim; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000000,600.0,BH,CENTRAL_EMBEDDING_POINT,GEOMETRY_ASSISTED,244,175,222,28,21,0.11838790931989925,0.14285714285714285,0.46267071874265525,BOUNDARY_DOMINATED,geometry-assisted edge-distance proxy; no order-only claim; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000000,600.0,BH,CENTRAL_EMBEDDING_POINT,GEOMETRY_ASSISTED,538,182,198,29,19,0.042105263157894736,0.20833333333333334,0.45078338559892733,BOUNDARY_DOMINATED,geometry-assisted edge-distance proxy; no order-only claim; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000000,600.0,BH,CENTRAL_EMBEDDING_POINT,GEOMETRY_ASSISTED,345,192,190,30,18,0.005235602094240838,0.25,0.45296891358095526,BOUNDARY_DOMINATED,geometry-assisted edge-distance proxy; no order-only claim; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000000,600.0,BH,CENTRAL_EMBEDDING_POINT,GEOMETRY_ASSISTED,582,155,246,27,22,0.22693266832917705,0.10204081632653061,0.4317564358470724,BOUNDARY_DOMINATED,geometry-assisted edge-distance proxy; no order-only claim; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,RANDOM_ELIGIBLE_INTERNAL_POINT,ORDER_ONLY,375,82,342,15,28,0.6132075471698113,0.3023255813953488,15.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,RANDOM_ELIGIBLE_INTERNAL_POINT,ORDER_ONLY,72,182,137,31,17,0.14106583072100312,0.2916666666666667,17.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,RANDOM_ELIGIBLE_INTERNAL_POINT,ORDER_ONLY,526,10,485,3,43,0.9595959595959596,0.8695652173913043,3.0,BOUNDARY_DOMINATED,order-depth proxy; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,RANDOM_ELIGIBLE_INTERNAL_POINT,ORDER_ONLY,350,31,366,8,29,0.8438287153652393,0.5675675675675675,8.0,MIXED,order-depth proxy; usable cones but asymmetry/boundary risk remains
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,RANDOM_ELIGIBLE_INTERNAL_POINT,ORDER_ONLY,410,279,61,40,9,0.6411764705882353,0.6326530612244898,9.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,MIDRANK_ORDER_POINT,ORDER_ONLY,137,5,5,3,3,0.0,0.0,3.0,MIXED,order-depth proxy; usable cones but asymmetry/boundary risk remains
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,MIDRANK_ORDER_POINT,ORDER_ONLY,182,140,264,23,23,0.3069306930693069,0.0,23.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,MIDRANK_ORDER_POINT,ORDER_ONLY,226,121,231,24,24,0.3125,0.0,24.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,MIDRANK_ORDER_POINT,ORDER_ONLY,298,132,250,21,21,0.3089005235602094,0.0,21.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,MIDRANK_ORDER_POINT,ORDER_ONLY,468,124,247,24,24,0.33153638814016173,0.0,24.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,BALANCED_PAST_FUTURE_VOLUME_POINT,ORDER_ONLY,137,5,5,3,3,0.0,0.0,3.0,MIXED,order-depth proxy; selection favors volume balance by construction; usable cones but asymmetry/boundary risk remains
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,BALANCED_PAST_FUTURE_VOLUME_POINT,ORDER_ONLY,337,195,194,30,19,0.002570694087403599,0.22448979591836735,19.0,PROMISING,order-depth proxy; selection favors volume balance by construction; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,BALANCED_PAST_FUTURE_VOLUME_POINT,ORDER_ONLY,19,196,194,29,18,0.005128205128205128,0.23404255319148937,18.0,PROMISING,order-depth proxy; selection favors volume balance by construction; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,BALANCED_PAST_FUTURE_VOLUME_POINT,ORDER_ONLY,299,191,195,30,16,0.010362694300518135,0.30434782608695654,16.0,PROMISING,order-depth proxy; selection favors volume balance by construction; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,BALANCED_PAST_FUTURE_VOLUME_POINT,ORDER_ONLY,171,186,176,29,18,0.027624309392265192,0.23404255319148937,18.0,PROMISING,order-depth proxy; selection favors volume balance by construction; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,CENTRAL_EMBEDDING_POINT,GEOMETRY_ASSISTED,452,164,241,27,21,0.19012345679012346,0.125,0.4838161847346789,BOUNDARY_DOMINATED,geometry-assisted edge-distance proxy; no order-only claim; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,CENTRAL_EMBEDDING_POINT,GEOMETRY_ASSISTED,391,174,218,28,20,0.11224489795918367,0.16666666666666666,0.46221297589094157,BOUNDARY_DOMINATED,geometry-assisted edge-distance proxy; no order-only claim; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,CENTRAL_EMBEDDING_POINT,GEOMETRY_ASSISTED,106,185,209,29,19,0.06091370558375635,0.20833333333333334,0.4638090846097458,BOUNDARY_DOMINATED,geometry-assisted edge-distance proxy; no order-only claim; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,CENTRAL_EMBEDDING_POINT,GEOMETRY_ASSISTED,519,153,248,25,22,0.23690773067331672,0.06382978723404255,0.45665453651387616,BOUNDARY_DOMINATED,geometry-assisted edge-distance proxy; no order-only claim; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000001,600.0,BH,CENTRAL_EMBEDDING_POINT,GEOMETRY_ASSISTED,311,156,240,25,21,0.21212121212121213,0.08695652173913043,0.46037666531843535,BOUNDARY_DOMINATED,geometry-assisted edge-distance proxy; no order-only claim; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,RANDOM_ELIGIBLE_INTERNAL_POINT,ORDER_ONLY,86,216,172,32,18,0.1134020618556701,0.28,18.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,RANDOM_ELIGIBLE_INTERNAL_POINT,ORDER_ONLY,503,143,265,25,23,0.29901960784313725,0.041666666666666664,23.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,RANDOM_ELIGIBLE_INTERNAL_POINT,ORDER_ONLY,202,137,278,23,25,0.3397590361445783,0.041666666666666664,23.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,RANDOM_ELIGIBLE_INTERNAL_POINT,ORDER_ONLY,429,200,187,32,20,0.03359173126614987,0.23076923076923078,20.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,RANDOM_ELIGIBLE_INTERNAL_POINT,ORDER_ONLY,23,26,445,7,40,0.8895966029723992,0.7021276595744681,7.0,BOUNDARY_DOMINATED,order-depth proxy; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,MIDRANK_ORDER_POINT,ORDER_ONLY,95,11,22,4,4,0.3333333333333333,0.0,4.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,MIDRANK_ORDER_POINT,ORDER_ONLY,192,162,242,26,26,0.19801980198019803,0.0,26.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,MIDRANK_ORDER_POINT,ORDER_ONLY,256,149,233,26,26,0.2198952879581152,0.0,26.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,MIDRANK_ORDER_POINT,ORDER_ONLY,406,151,233,26,26,0.21354166666666666,0.0,26.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,MIDRANK_ORDER_POINT,ORDER_ONLY,574,140,276,24,24,0.3269230769230769,0.0,24.0,PROMISING,order-depth proxy; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,BALANCED_PAST_FUTURE_VOLUME_POINT,ORDER_ONLY,46,195,197,31,21,0.00510204081632653,0.19230769230769232,21.0,PROMISING,order-depth proxy; selection favors volume balance by construction; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,BALANCED_PAST_FUTURE_VOLUME_POINT,ORDER_ONLY,515,195,197,30,20,0.00510204081632653,0.2,20.0,PROMISING,order-depth proxy; selection favors volume balance by construction; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,BALANCED_PAST_FUTURE_VOLUME_POINT,ORDER_ONLY,154,32,33,5,7,0.015384615384615385,0.16666666666666666,5.0,PROMISING,order-depth proxy; selection favors volume balance by construction; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,BALANCED_PAST_FUTURE_VOLUME_POINT,ORDER_ONLY,350,179,172,30,20,0.019943019943019943,0.2,20.0,PROMISING,order-depth proxy; selection favors volume balance by construction; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,BALANCED_PAST_FUTURE_VOLUME_POINT,ORDER_ONLY,193,198,189,30,18,0.023255813953488372,0.25,18.0,PROMISING,order-depth proxy; selection favors volume balance by construction; nondegenerate bilateral cones under fixed cheap criteria
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,CENTRAL_EMBEDDING_POINT,GEOMETRY_ASSISTED,128,189,200,28,20,0.028277634961439587,0.16666666666666666,0.4788159822539739,BOUNDARY_DOMINATED,geometry-assisted edge-distance proxy; no order-only claim; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,CENTRAL_EMBEDDING_POINT,GEOMETRY_ASSISTED,193,198,189,30,18,0.023255813953488372,0.25,0.4574303620586016,BOUNDARY_DOMINATED,geometry-assisted edge-distance proxy; no order-only claim; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,CENTRAL_EMBEDDING_POINT,GEOMETRY_ASSISTED,60,169,226,27,21,0.14430379746835442,0.125,0.4665566124405234,BOUNDARY_DOMINATED,geometry-assisted edge-distance proxy; no order-only claim; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,CENTRAL_EMBEDDING_POINT,GEOMETRY_ASSISTED,516,182,194,29,17,0.031914893617021274,0.2608695652173913,0.44228355779707956,BOUNDARY_DOMINATED,geometry-assisted edge-distance proxy; no order-only claim; near order-boundary proxy or very asymmetric cones
PRESENT_ANCHOR_SANITY_PILOT,1000002,600.0,BH,CENTRAL_EMBEDDING_POINT,GEOMETRY_ASSISTED,515,195,197,30,20,0.00510204081632653,0.2,0.4514234985813645,BOUNDARY_DOMINATED,geometry-assisted edge-distance proxy; no order-only claim; near order-boundary proxy or very asymmetric cones
